BlockNo,Area,Zip,Geom
301859,63030,"11216, 11213","(-73.93799881805799,40.680337877858804)"
507075,125989,"10309","(-74.21721153488593,40.546642359686736)"
409054,115374,"11416","(-73.85618620401377,40.682328603085104)"
203494,137962,"10473","(-73.86261348159071,40.813784300841064)"
304557,151175,"11208","(-73.85814852024657,40.66430079201367)"
302465,73786,"11211","(-73.95133463293355,40.70650872204536)"
413198,3200,"11422","(-73.7357738543296,40.67364174863913)"
306403,56015,"11214","(-74.00528680692894,40.60431875016408)"
415321,2625,"11693","(-73.82075503342062,40.60106266843046)"
506047,86691,"10312","(-74.19485859274707,40.54540403919984)"
411800,4000,"11420","(-73.82565854563717,40.67113035343684)"
305013,150001,"11210","(-73.93975095235515,40.63563571128344)"
100096,61864,"10038","(-74.0031164508015,40.706979988688936)"
203636,121360,"10473","(-73.86744821547464,40.821919536509924)"
203296,169070,"10458","(-73.88762605353409,40.86935211523648)"
400853,189590,"11105, 11102","(-73.91615637927046,40.7747557544349)"
502636,164398,"10314","(-74.19010734500566,40.5906570924102)"
203812,157951,"10462","(-73.8526701046717,40.83207911000848)"
205133,50220,"10475","(-73.82612088198549,40.86036029013819)"
205913,267662,"10471","(-73.91090688918881,40.8935285151683)"
303864,96289,"11212, 11207","(-73.8995682044376,40.65811876687839)"
413581,7128,"11422","(-73.73587796309467,40.658482185964736)"
100580,160832,"10014, 10013","(-74.00644489912916,40.727244726543496)"
505116,160679,"10308","(-74.14017277886467,40.55002356611163)"
503341,200748,"10305","(-74.09318940853747,40.58828527810801)"
503390,118907,"10305","(-74.08126735811517,40.592920838479536)"
409052,113818,"11416","(-73.85788127127769,40.681848236090595)"
204563,116058,"10469","(-73.85044681680921,40.86848860229091)"
303354,200932,"11237","(-73.91027764134151,40.69850514424516)"
304108,170996,"11208","(-73.87099978147657,40.688976846831146)"
204091,158327,"10462","(-73.85741376691185,40.84458377361399)"
204857,118568,"10466","(-73.85327625954895,40.89168388949586)"
301961,144629,"11238","(-73.96675438098232,40.6854863514348)"
101035,160633,"10036","(-73.99004122029297,40.75944369660181)"
504069,163491,"10306","(-74.10356403047557,40.56238238157891)"
305712,121926,"11219","(-73.9971316726318,40.62847996734471)"
303927,135071,"11208","(-73.88373595504117,40.68197684977531)"
416179,80054,"11694","(-73.82982989538931,40.580708304347205)"
100623,99920,"10014","(-74.00472626762841,40.73636223859009)"
306436,69496,"11214","(-74.00649917389963,40.60307984127491)"
305286,93494,"11218","(-73.9743115815769,40.65122410097283)"
101668,131190,"10029","(-73.94564685164964,40.78411259078937)"
300692,111588,"11232","(-74.00508172611518,40.655167439800096)"
102131,135501,"10033","(-73.93540205623945,40.84449182050304)"
202958,215075,"10460","(-73.8878239155117,40.8403621560374)"
302867,541919,"11211","(-73.93844268142955,40.71784852840793)"
503727,18750,"10306","(-74.09625549076856,40.57683607764352)"
303820,81550,"11207","(-73.89617994261634,40.66364209192767)"
304939,56840,"11203","(-73.93977584938143,40.644340254135926)"
204578,75398,"10469","(-73.85711207393857,40.870396004637186)"
306975,71803,"11224","(-74.0087992295167,40.57733131050824)"
301482,20075,"11221","(-73.92070668461876,40.68843313281159)"
403539,140512,"11385","(-73.90466805880232,40.69469998299205)"
400635,3300,"11106","(-73.92613659017947,40.75432701168946)"
408835,87291,"11421","(-73.8665340270947,40.69184022736891)"
500467,130455,"10314","(-74.13849956299305,40.61525984462869)"
202361,128808,"10455","(-73.91428790866894,40.817099408018336)"
203511,151480,"10473","(-73.84674266883984,40.81592998857575)"
300238,150179,"11201","(-73.9921342563792,40.696045329333735)"
302566,188111,"11222","(-73.95562275618164,40.72899034413339)"
301374,176845,"11213, 11233","(-73.92666752587328,40.67168939051577)"
505286,127587,"10308, 10312","(-74.15130493396379,40.53797889408903)"
202934,126800,"10456","(-73.89946367759025,40.83231357156436)"
202798,100569,"10457","(-73.90610252884397,40.845900476389176)"
304065,89950,"11208","(-73.88256573435977,40.668853034661204)"
203119,83822,"10460","(-73.88304421003029,40.84662901054395)"
504474,394462,"10306","(-74.13857989044348,40.56465653014755)"
306269,140323,"11228","(-74.00678838095553,40.61574727229881)"
408987,67622,"11421","(-73.85026583235761,40.68862255544998)"
308270,139883,"11236","(-73.88782974501805,40.64302640692056)"
203108,150735,"10460","(-73.88563885490282,40.84559470089464)"
500047,142021,"10301","(-74.08766702136714,40.63910859399333)"
401775,2500,"11368","(-73.85959197084159,40.75162853315497)"
300845,140227,"11220","(-74.0201903757548,40.64423490514268)"
412474,2000,"11434","(-73.76407589993492,40.684151124001)"
202628,189559,"10455","(-73.90815391376456,40.81738524368664)"
502887,61800,"10304","(-74.08484712771433,40.61058178012445)"
506474,61000,"10312","(-74.18121785242431,40.53521231833298)"
100294,23790,"10002","(-73.99197383646165,40.71463677646626)"
205900,48120978,"10471, 10467, 10470, 10463","(-73.88612184734491,40.896775317389164)"
307983,152627,"11236","(-73.91705470563289,40.63715772814665)"
408871,67304,"11421","(-73.85342249020992,40.69433125461429)"
503417,288114,"10305","(-74.07460709794393,40.5897834203117)"
102012,149895,"10030, 10037","(-73.93837254558854,40.820053573146986)"
304450,98712,"11239","(-73.87307889122279,40.65751827440687)"
507527,70948,"10309","(-74.23781471287381,40.527908258513435)"
204220,96104,"10461","(-73.84274617276486,40.85492319037681)"
101464,114604,"10021","(-73.95605729384208,40.76571080791782)"
501646,204529,"10314","(-74.15910556731296,40.61864068853687)"
300823,140225,"11220","(-74.01403850122671,40.64324755953741)"
302801,84450,"11222","(-73.93272600145716,40.72641902767232)"
503600,93442,"10306","(-74.11227494528204,40.57825868027089)"
101848,149403,"10026","(-73.95660293315653,40.80405666501814)"
202848,83825,"10453, 10452","(-73.91269040626582,40.84577032974268)"
203902,143546,"10460, 10462","(-73.86385775049715,40.836645756605584)"
204864,173618,"10466","(-73.85189300704859,40.88798078346219)"
101183,118526,"10023","(-73.98574400306329,40.77987030836726)"
302160,30063,"11249","(-73.96682056197646,40.70735440948387)"
301709,65250,"11233","(-73.92699568415559,40.677850978027884)"
301857,80933,"11216","(-73.94150003582715,40.680224951801414)"
300216,83821,"11201","(-73.99273102977297,40.69994506965595)"
500748,113000,"10314","(-74.14148795912469,40.608912444283064)"
402633,81879,"11378","(-73.91319418543588,40.71425050698897)"
502920,71744,"10304","(-74.08436560068789,40.60542690048854)"
306399,151673,"11214","(-74.00790507410998,40.606301971436224)"
203324,439579,"10467","(-73.8834932793009,40.882370587260944)"
302887,80000,"11211","(-73.93598452337939,40.71798102199689)"
308726,168088,"11235","(-73.95307652927188,40.58054231539745)"
305246,160000,"11210","(-73.95269934638566,40.63467278838227)"
306603,170000,"11204","(-73.97755546533958,40.60962900739974)"
506926,155926,"10309","(-74.20721988713377,40.53779104738322)"
400578,122081,"11106, 11102","(-73.92541892367133,40.76592636853837)"
507550,1021074,"10309","(-74.2239303974553,40.51979765827164)"
416306,70000,"11694","(-73.86562115631297,40.57147243261479)"
409014,79358,"11416","(-73.85747388973556,40.684935957971284)"
302744,79913,"11211","(-73.94564734821367,40.7169215267865)"
503604,100982,"10306","(-74.10891162003693,40.57820597728723)"
412900,4003,"11413","(-73.74433801920459,40.68372544094215)"
204842,188155,"10466","(-73.85762898706345,40.88980854141146)"
501440,145487,"10302","(-74.14400349367239,40.621388237664725)"
101211,163007,"10024","(-73.976164298045,40.7835393506323)"
304038,80022,"11208","(-73.87894288645417,40.672429141412245)"
305927,135765,"11209","(-74.03166365462612,40.632775938194825)"
400866,153695,"11105","(-73.91518108268993,40.7776562739497)"
308694,64921,"11224","(-73.9803301189462,40.57510299815427)"
202385,123694,"10451, 10456","(-73.91086002405001,40.825592647727454)"
502263,159850,"10306","(-74.13323413503697,40.57538831396874)"
205047,77086,"10466","(-73.85348510398961,40.8973803327007)"
302098,181397,"11217","(-73.97633476388276,40.68841517112082)"
503208,54701,"10305","(-74.08288967881553,40.59851547154656)"
202369,152446,"10456","(-73.9088037612618,40.826141275668235)"
408914,86869,"11421","(-73.86290133727256,40.691646161979364)"
506865,138491,"10309","(-74.20139301144968,40.53105296582496)"
409975,2319,"11435","(-73.81270812465144,40.701476706866636)"
507563,28778,"10309","(-74.22976165277039,40.520256392065896)"
415462,5000,"11693","(-73.81806210228433,40.60707277562443)"
403588,84345,"11385","(-73.89786560957167,40.69997812956646)"
305549,139971,"11204","(-73.9844237119502,40.6161788696446)"
413488,4000,"11413","(-73.7488066303838,40.6598193226099)"
101550,130883,"10128, 10028","(-73.9498389586668,40.778369206600914)"
306892,125636,"11214","(-73.99284167354344,40.594197107619806)"
400570,172945,"11106, 11102","(-73.92720664008954,40.76670230823902)"
302849,53202,"11222","(-73.94010691729402,40.7199299724985)"
303862,55080,"11212","(-73.90132638230789,40.657642334169395)"
101844,145323,"10025","(-73.96026969647448,40.80025884757268)"
305282,115221,"11218","(-73.97809444488216,40.64955765353601)"
100094,459071,"10038","(-74.00359046280175,40.70937785877467)"
404585,73761,"11357","(-73.80191269670453,40.78708227931162)"
307291,251302,"11229","(-73.95967950006657,40.60196099773608)"
410120,1463,"11435","(-73.80119591913532,40.69542400985314)"
305998,149062,"11209","(-74.02578181707229,40.625398719202465)"
409157,117862,"11417","(-73.84791057245134,40.67918038700166)"
308685,83414,"11235","(-73.96449620077541,40.576216147796025)"
406343,8000,"11361","(-73.76031863851145,40.76450792901124)"
301712,70225,"11233","(-73.92422009193152,40.67770661312562)"
101130,738000,"10024","(-73.97405822737666,40.781355842482505)"
203757,143442,"10472","(-73.86242592442869,40.82931055545596)"
303806,100050,"11207","(-73.89372401027775,40.66560901044225)"
304423,45600,"11207","(-73.87703872526015,40.65766793613156)"
505679,184398,"10312","(-74.17682423974094,40.55633868411062)"
205227,115000,"10475","(-73.8357121239849,40.87873072688457)"
304818,156675,"11203","(-73.93830959494626,40.65902747960148)"
507572,192039,"10309","(-74.2333067117153,40.52260598961144)"
306304,139964,"11228","(-74.00853649500925,40.61407580837507)"
308816,140006,"11229","(-73.93736772535814,40.60445081475249)"
204116,91158,"10461","(-73.84865222002725,40.8504081714612)"
308256,177917,"11236","(-73.89836042308626,40.63525506239875)"
305914,140146,"11228","(-74.01143143755587,40.625067274428545)"
308812,48400,"11235","(-73.95818886955219,40.582617179466546)"
500148,130042,"10310","(-74.10765760922534,40.63108811419477)"
500801,337175,"10314","(-74.12456655556332,40.59953542764434)"
203155,102000,"10458","(-73.89462486396019,40.864810107474966)"
305806,537530,"11220","(-74.02704617444643,40.64103961163037)"
101745,165240,"10035","(-73.94368072135072,40.80160757445252)"
204657,194141,"10467","(-73.86499014649824,40.87801829594407)"
416061,84952,"11692","(-73.80417747086088,40.59755885136457)"
416241,111000,"","(-73.85556029473888,40.579868407063096)"
500504,184334,"10301","(-74.07733283740808,40.63430635038618)"
301576,64752,"11207","(-73.90294382174598,40.6765310197007)"
202837,60402,"10452","(-73.91280747214718,40.84300535760042)"
204486,159965,"10469","(-73.84031534681313,40.86392364804234)"
304180,119576,"11208","(-73.86867684482709,40.679380287888634)"
506311,141200,"10312","(-74.19108136415475,40.5392376459695)"
308492,140002,"11234","(-73.92410445528944,40.61569271807743)"
305480,145252,"11204","(-73.98241095724049,40.6250597090308)"
101910,149873,"10027","(-73.9466498360506,40.808718785591786)"
401207,6100,"11377","(-73.90914187313406,40.749457565164626)"
304605,154943,"11203","(-73.92973591319772,40.659543192405486)"
305347,132980,"11218","(-73.98268047472737,40.63891528062992)"
503419,125691,"10305","(-74.07669795160922,40.58945524361512)"
205111,50227,"10470","(-73.84868312112786,40.903019275326194)"
501233,137197,"10303","(-74.1596272295579,40.6294595067294)"
506456,102945,"10312","(-74.17493388190977,40.52508663433654)"
508021,222125,"10307","(-74.2431458944182,40.51470533638571)"
410072,2400,"11435","(-73.80540208784925,40.68942075515369)"
301846,145001,"11216","(-73.94226390501761,40.682306522324424)"
303004,102804,"11237","(-73.92956515531708,40.706374261899086)"
306900,127644,"11214","(-73.98695535167394,40.59065045019345)"
205542,579544,"10465","(-73.83858557784023,40.82643905057358)"
301978,88069,"11238","(-73.96544991488622,40.68382726154439)"
301172,107100,"11238","(-73.96791687610707,40.67364531646525)"
504252,108046,"10306","(-74.11614924798023,40.56555996882146)"
502117,79889,"10314","(-74.16508224065676,40.59393950399837)"
400581,83447,"11106","(-73.92925599237485,40.76197788983031)"
400880,233672,"11105","(-73.91518884629129,40.78099831953667)"
101851,161491,"10025","(-73.96868272253667,40.79381098147817)"
203157,125875,"10457","(-73.90057774934101,40.855076983748404)"
504049,220206,"10306","(-74.10572902949784,40.56349133414131)"
204033,86816,"10462","(-73.86534591060868,40.84457123333897)"
301851,145003,"11216","(-73.9449429235585,40.681246973779096)"
100816,189937,"10011","(-73.99495154815611,40.737040624997555)"
308128,189097,"11236","(-73.9079473926391,40.648284441028075)"
400828,302045,"11105","(-73.90559734445424,40.777568434300775)"
101219,161116,"10024","(-73.97241175592099,40.78870340989656)"
101411,168582,"10021, 10075","(-73.9600649361011,40.77331612740392)"
409012,79837,"11416","(-73.85857618590502,40.683264796602266)"
412537,3000,"11434","(-73.765389532006,40.678465136879225)"
501675,111957,"10303","(-74.16028014557814,40.62233988692804)"
505118,158966,"10308","(-74.1388129200379,40.5489760936252)"
308029,141807,"11236","(-73.91202451589947,40.63269375793885)"
500704,90571,"10314","(-74.11858550435124,40.60590441002263)"
408042,10100,"11363","(-73.75260564496095,40.77449806646456)"
203089,153803,"10458","(-73.88542356529621,40.85318803589399)"
501172,619499,"10303","(-74.15042090196344,40.62982360138852)"
506308,18100,"","(-74.19089880982726,40.537092451257514)"
101556,128965,"10128","(-73.9470860375372,40.782130266261106)"
203186,172571,"10453","(-73.90396456641196,40.857296139311494)"
306072,111573,"11228","(-74.02277954235537,40.61729051983478)"
301202,139861,"11216","(-73.94557900101788,40.67778669517231)"
303338,90208,"11237","(-73.91162281255106,40.70071051800488)"
503073,363537,"10305","(-74.06330867754099,40.60585074362111)"
500498,154696,"10301","(-74.07699011855055,40.63683611956265)"
301026,139137,"11215","(-73.99396746349312,40.66992951898458)"
100207,38467,"10013","(-73.99933127457773,40.7181851908326)"
100465,94439,"10003","(-73.98814035071874,40.72995375897665)"
101581,131968,"10028","(-73.94667040141056,40.7744303120125)"
305789,140001,"11220","(-74.02257140100633,40.64195216819907)"
300346,33358,"11231","(-74.00605661096009,40.68416978519084)"
306357,135400,"11228","(-74.01221635382504,40.611642768734384)"
504300,64495,"10306","(-74.11906994971142,40.56192755634678)"
305932,100145,"11209","(-74.01929547142045,40.62798986534193)"
306447,95879,"11214","(-73.99836041573268,40.59819914051907)"
307079,160000,"11223","(-73.98147223285235,40.59959023157032)"
101723,178738,"10027, 10035","(-73.94357398764751,40.80743312341219)"
416254,136000,"11694","(-73.85168962077287,40.5780671417856)"
305817,87495,"11220","(-74.02233723341764,40.63902445782328)"
300205,90193,"11201","(-73.99423450876,40.70132021350401)"
412139,0,"11436","(-73.78369435171341,40.66705695128873)"
308120,138633,"11236","(-73.91052164167219,40.649408593541175)"
505767,32000,"","(-74.19143906058103,40.55992819253258)"
203722,6720,"10472","(-73.87046684617312,40.82514824889111)"
501037,141339,"10302","(-74.13484458581286,40.633720884090486)"
307963,147125,"11236","(-73.91448349236407,40.641652027721804)"
